"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2024/02/09","06:00","-0.745","-","-0.386"
"2024/02/09","07:00","-0.606","-","-0.145"
"2024/02/09","08:00","-0.341","-","0.128"
"2024/02/09","09:00","-0.015","-","0.411"
"2024/02/09","10:00","0.291","-","0.712"
"2024/02/09","11:00","0.515","-","0.926"
"2024/02/09","12:00","0.613","-","1.045"
"2024/02/09","13:00","0.551","-","0.998"
"2024/02/09","14:00","0.341","-","0.723"
"2024/02/09","15:00","0.053","-","0.433"
"2024/02/09","16:00","-0.242","-","0.145"
"2024/02/09","17:00","-0.497","-","-0.121"
"2024/02/09","18:00","-0.648","-","-0.297"
"2024/02/09","19:00","-0.643","-","-0.339"
"2024/02/09","20:00","-0.488","-","-0.15"
"2024/02/09","21:00","-0.235","-","0.122"
"2024/02/09","22:00","0.036","-","0.414"
"2024/02/09","23:00","0.254","-","0.63"
"2024/02/10","00:00","0.372","-","0.737"
"2024/02/10","01:00","0.352","-","0.706"
"2024/02/10","02:00","0.182","-","0.47"
"2024/02/10","03:00","-0.085","-","0.228"
"2024/02/10","04:00","-0.367","-","-0.025"
"2024/02/10","05:00","-0.614","-","-0.299"
"2024/02/10","06:00","-0.771","-","-0.472"
"2024/02/10","07:00","-0.775","-","-0.509"
"2024/02/10","08:00","-0.608","-","-0.288"
"2024/02/10","09:00","-0.313","-","0.04"
"2024/02/10","10:00","0.031","-","0.37"
"2024/02/10","11:00","0.339","-","0.687"
"2024/02/10","12:00","0.552","-","0.888"
"2024/02/10","13:00","0.626","-","0.962"
"2024/02/10","14:00","0.528","-","0.877"
"2024/02/10","15:00","0.283","-","0.6"
"2024/02/10","16:00","-0.025","-","0.274"
"2024/02/10","17:00","-0.332","-","-0.027"
"2024/02/10","18:00","-0.585","-","-0.299"
"2024/02/10","19:00","-0.71","-","-0.447"
"2024/02/10","20:00","-0.662","-","-0.419"
"2024/02/10","21:00","-0.46","-","-0.172"
"2024/02/10","22:00","-0.174","-","0.141"
"2024/02/10","23:00","0.113","-","0.407"
"2024/02/11","00:00","0.333","-","0.633"
"2024/02/11","01:00","0.441","-","0.734"
"2024/02/11","02:00","0.396","-","0.686"
"2024/02/11","03:00","0.198","-","0.426"
"2024/02/11","04:00","-0.087","-","0.195"
"2024/02/11","05:00","-0.383","-","-0.094"
"2024/02/11","06:00","-0.638","-","-0.37"
"2024/02/11","07:00","-0.788","-","-0.548"
"2024/02/11","08:00","-0.768","-","-0.534"
"2024/02/11","09:00","-0.575","-","-0.29"
"2024/02/11","10:00","-0.268","-","0.042"
"2024/02/11","11:00","0.072","-","0.376"
"2024/02/11","12:00","0.365","-","0.686"
"2024/02/11","13:00","0.557","-","0.88"
"2024/02/11","14:00","0.598","-","0.931"
"2024/02/11","15:00","0.465","-","0.784"
"2024/02/11","16:00","0.197","-","0.49"
"2024/02/11","17:00","-0.121","-","0.207"
"2024/02/11","18:00","-0.427","-","-0.151"
"2024/02/11","19:00","-0.658","-","-0.388"
"2024/02/11","20:00","-0.74","-","-0.483"
"2024/02/11","21:00","-0.644","-","-0.387"
"2024/02/11","22:00","-0.409","-","-0.135"
"2024/02/11","23:00","-0.107","-","0.204"
"2024/02/12","00:00","0.183","-","0.479"
"2024/02/12","01:00","0.397","-","0.676"
"2024/02/12","02:00","0.489","-","0.728"
"2024/02/12","03:00","0.422","-","0.65"
"2024/02/12","04:00","0.205","-","0.459"
"2024/02/12","05:00","-0.089","-","0.177"
"2024/02/12","06:00","-0.389","-","-0.083"
"2024/02/12","07:00","-0.637","-","-0.337"
"2024/02/12","08:00","-0.765","-","-0.506"
"2024/02/12","09:00","-0.721","-","-0.464"
"2024/02/12","10:00","-0.521","-","-0.172"
"2024/02/12","11:00","-0.224","-","0.132"
"2024/02/12","12:00","0.096","-","0.463"
"2024/02/12","13:00","0.364","-","0.731"
"2024/02/12","14:00","0.525","-","0.888"
"2024/02/12","15:00","0.534","-","0.893"
"2024/02/12","16:00","0.373","-","0.68"
"2024/02/12","17:00","0.093","-","0.453"
"2024/02/12","18:00","-0.223","-","0.156"
"2024/02/12","19:00","-0.508","-","-0.14"
"2024/02/12","20:00","-0.698","-","-0.377"
"2024/02/12","21:00","-0.731","-","-0.445"
"2024/02/12","22:00","-0.6","-","-0.244"
"2024/02/12","23:00","-0.349","-","0.068"
"2024/02/13","00:00","-0.045","-","0.364"
"2024/02/13","01:00","0.238","-","0.664"
"2024/02/13","02:00","0.439","-","0.851"
"2024/02/13","03:00","0.515","-","0.903"
